status_id,status_message,link_name,status_type,status_link,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angries,num_thankfuls,stress_score,topic
228735667216_10155247192632217,"b'No next generation, no political heir for Xi Jinping.'","b""China's powerful new leaders... are the same.""",link,http://www.bbc.co.uk/news/live/world-asia-china-41744904?ocid=socialflow_facebook&ns_mchannel=social&ns_campaign=bbcnews&ns_source=facebook,2017-10-24 23:03:54,1612,78,115,1399,39,34,119,12,9,0,0.3215962441314554,,
228735667216_10155247130307217,b'The most important thing to come out of Beijing today: bbc.in/2ixR3AW',b'China congress: Xi to reveal next generation of leaders',link,http://www.bbc.co.uk/news/world-asia-china-41743804?ocid=socialflow_facebook&ns_mchannel=social&ns_campaign=bbcnews&ns_source=facebook,2017-10-24 22:16:58,1727,60,99,1626,34,19,37,4,7,0,0.297029702970297,world,asia
228735667216_10155247027842217,"b'Thais will say goodbye to their revered King Bhumibol Adulyadej, who died last October.'","b'In Thailand, massive crowds are gathering for a five-day royal funeral'",link,http://www.bbc.co.uk/news/world-asia-41740633?ocid=socialflow_facebook&ns_mchannel=social&ns_campaign=bbcnews&ns_source=facebook,2017-10-24 21:20:24,5098,142,1214,4001,241,75,10,767,4,0,-0.23701002734731086,world,asia
228735667216_10155246928267217,"b'Many took to social media to express outrage, describing the ""public apathy"" in India as ""disgusting"".'",b'The public rape that bystanders ignored',link,http://www.bbc.co.uk/news/world-asia-india-41736039?ocid=socialflow_facebook&ns_mchannel=social&ns_campaign=bbcnews&ns_source=facebook,2017-10-24 20:40:55,4540,305,385,1960,28,100,16,707,1729,0,-0.4635658914728682,world,asia
228735667216_10155246820457217,"b'What remains of the Franklin Expedition will stay in Canada, where it was buried in the Arctic ice for 160 years.'",b'UK lets Canada keep shipwrecks',link,http://www.bbc.com/news/world-us-canada-41726499?ocid=socialflow_facebook&ns_mchannel=social&ns_campaign=bbcnews&ns_source=facebook,2017-10-24 20:10:03,1849,53,126,1738,51,42,11,2,5,0,0.24774774774774774,world,us
228735667216_10155246751737217,b'Was this photo taken in Kabul or on a US military air base?',b'Rex Tillerson and the missing wall clock',link,http://www.bbc.co.uk/news/world-asia-41734559?ocid=socialflow_facebook&ns_mchannel=social&ns_campaign=bbcnews&ns_source=facebook,2017-10-24 19:40:14,4563,330,422,3262,47,510,680,19,45,0,0.254803996925442,world,asia
228735667216_10155246641917217,b'Who is powering Puerto Rico?',b'Questions over Puerto Rico power contract',link,http://www.bbc.co.uk/news/world-us-canada-41738955?ocid=socialflow_facebook&ns_mchannel=social&ns_campaign=bbcnews&ns_source=facebook,2017-10-24 18:40:07,950,74,132,745,41,22,12,73,57,0,-0.1878048780487805,world,us
228735667216_10155246320972217,"b'""#$@&%*!""'","b""'Argos doll taught my daughter to swear'""",link,http://www.bbc.co.uk/news/uk-england-birmingham-41735611?ocid=socialflow_facebook&ns_mchannel=social&ns_campaign=bbcnews&ns_source=facebook,2017-10-24 16:00:33,1955,374,183,897,45,114,868,7,24,0,0.4168241965973535,uk,england
228735667216_10155246142382217,"b""Jeff Flake has announced he is to quit the US Senate, in the day's second fierce attack by a senior Republican on President Donald J. Trump.""",b'Republican quits with attack on Trump',link,http://www.bbc.co.uk/news/world-us-canada-41743473?ocid=socialflow_facebook&ns_mchannel=social&ns_campaign=bbcnews&ns_source=facebook,2017-10-24 14:50:02,8360,692,581,6935,792,215,303,85,30,0,0.34385964912280703,world,us
228735667216_10155246025682217,"b'After months of online speculation, former FBI Director James Comey has confirmed that the Twitter account ""Reinhold Niebuhr"" does belong to him.'","b""Comey confirms 'secret' Twitter account""",link,http://www.bbc.co.uk/news/world-us-canada-41735334?ocid=socialflow_facebook&ns_mchannel=social&ns_campaign=bbcnews&ns_source=facebook,2017-10-24 14:00:21,2178,103,134,1793,72,66,237,1,9,0,0.38831168831168833,world,us
228735667216_10155245917057217,b'The family of Ahmadreza Djalali says he has been convicted of spying for the Israeli government.',"b""Iran 'sentences Sweden resident to death'""",link,http://www.bbc.co.uk/news/world-middle-east-41738319?ocid=socialflow_facebook&ns_mchannel=social&ns_campaign=bbcnews&ns_source=facebook,2017-10-24 13:21:06,2062,170,119,1438,60,247,10,117,190,0,-0.18990384615384615,world,middle
228735667216_10155245751347217,b'Up! \xf0\x9f\x8e\x88',b'Man in 100-balloons camping chair flight',link,http://www.bbc.co.uk/news/uk-england-bristol-41737642?ocid=socialflow_facebook&ns_mchannel=social&ns_campaign=bbcnews&ns_source=facebook,2017-10-24 12:24:19,8250,472,915,6681,430,931,196,7,5,0,0.19566602931803698,uk,england
228735667216_10155245508222217,b'Should parents be able to call their baby whatever they want?',b'France struggles with a boy named Jihad',link,http://www.bbc.co.uk/news/world-europe-41734079?ocid=socialflow_facebook&ns_mchannel=social&ns_campaign=bbcnews&ns_source=facebook,2017-10-24 10:59:13,5888,1744,535,4104,60,449,988,113,174,0,0.2132847533632287,world,europe
228735667216_10155245259147217,b'Top Republican Senator Bob Corker launched a scathing attack on President Donald J. Trump.',"b""Republican senator: Trump speaks 'untruths'""",link,http://www.bbc.co.uk/news/world-us-canada-41729586?ocid=socialflow_facebook&ns_mchannel=social&ns_campaign=bbcnews&ns_source=facebook,2017-10-24 09:33:06,5602,477,330,4888,364,59,259,12,20,0,0.41386554621848737,world,us
228735667216_10155245123197217,"b'Poor weather in France, Italy and Spain has hit wine production levels.'","b""Global wine output 'to hit 50-year low'""",link,http://www.bbc.co.uk/news/business-41728536?ocid=socialflow_facebook&ns_mchannel=social&ns_campaign=bbcnews&ns_source=facebook,2017-10-24 08:24:12,10714,1944,2814,6655,75,1333,95,2522,34,0,-0.2939147573293915,business,
228735667216_10155245050577217,"b'The Financial Conduct Authority said the rent-to-own retailer had not acted as a ""responsible lender"".'",b'BrightHouse to repay customers \xc2\xa314.8m',link,http://www.bbc.co.uk/news/business-41732865?ocid=socialflow_facebook&ns_mchannel=social&ns_campaign=bbcnews&ns_source=facebook,2017-10-24 07:45:19,1010,103,100,928,37,32,11,1,1,0,0.2804878048780488,business,
228735667216_10155245016292217,b'A chance meeting helped one man begin a journey back from drug addiction after years living on the street.',b'I met a homeless addict and recognised a childhood friend',link,http://www.bbc.co.uk/news/magazine-41715839?ocid=socialflow_facebook&ns_mchannel=social&ns_campaign=bbcnews&ns_source=facebook,2017-10-24 07:25:32,12162,238,597,10192,1377,440,45,105,3,0,0.333502538071066,magazine,
228735667216_10155244803262217,"b'IT worker Jac Holmes was killed clearing landmines in Raqqa, the BBC understands.'",b'Briton fighting against IS killed in Syria',link,http://www.bbc.co.uk/news/uk-england-41730369?ocid=socialflow_facebook&ns_mchannel=social&ns_campaign=bbcnews&ns_source=facebook,2017-10-24 05:11:33,3227,254,180,1747,98,27,7,1334,14,0,-0.41993243243243245,uk,england
228735667216_10155244703947217,b'Police believe the Pagani Zonda had been in a convoy of supercars when it hit a crash barrier.',"b""'One-off' \xc2\xa31.5m supercar damaged in crash""",link,http://www.bbc.co.uk/news/uk-england-sussex-41725938?ocid=socialflow_facebook&ns_mchannel=social&ns_campaign=bbcnews&ns_source=facebook,2017-10-24 04:34:43,1206,173,97,916,25,118,84,60,3,0,0.07931034482758621,uk,england
228735667216_10155244601547217,"b'280,000 more operations could be done in NHS hospitals every year \xe2\x80\x94 if hospitals were more efficient, a report says.'","b""NHS operating theatres 'waste two hours a day'""",link,http://www.bbc.co.uk/news/health-41727535?ocid=socialflow_facebook&ns_mchannel=social&ns_campaign=bbcnews&ns_source=facebook,2017-10-24 03:54:03,1322,261,132,1142,19,100,9,28,24,0,-0.06666666666666667,health,
228735667216_10155244523287217,"b'This teen says her face was superimposed on pornographic images, which were shared on social media.'","b""'Internet trolls ruined my life'""",link,http://www.bbc.co.uk/news/uk-england-41693437?ocid=socialflow_facebook&ns_mchannel=social&ns_campaign=bbcnews&ns_source=facebook,2017-10-24 03:02:32,4586,336,246,2941,33,91,98,796,628,0,-0.3927703523693803,uk,england
228735667216_10155244455292217,"b""The crime scene where the North Korean leader's half brother was killed by a toxic nerve agent.""",b'Kim Jong-nam murder: Accused killers revisit Malaysia airport',link,http://www.bbc.co.uk/news/world-asia-41731238?ocid=socialflow_facebook&ns_mchannel=social&ns_campaign=bbcnews&ns_source=facebook,2017-10-24 02:17:42,1595,48,81,1508,20,16,6,38,7,0,-0.10919540229885058,world,asia
228735667216_10155244391717217,"b'Zelda Perkins told the Financial Times: ""I want to publicly break my non-disclosure agreement.""'","b""Weinstein: British assistant 'paid \xc2\xa3125k for silence'""",link,http://www.bbc.co.uk/news/uk-41730109?ocid=socialflow_facebook&ns_mchannel=social&ns_campaign=bbcnews&ns_source=facebook,2017-10-24 01:36:47,2174,233,129,1764,65,231,27,25,62,0,0.006097560975609756,uk,
228735667216_10155244327502217,"b'""If people just thought for a moment before dumping their rubbish, maybe they wouldn\'t do it as it harms our environment.""\n\nVia BBC World Service \n#BBCINNOVATORS \n#BBCWORLDSERVICE'","b""This 10-year-old wants to fix Pakistan's waste problem""",link,http://www.bbc.co.uk/news/business-40251360?ocid=socialflow_facebook&ns_mchannel=social&ns_campaign=bbcnews&ns_source=facebook,2017-10-24 00:50:04,5367,240,437,4808,313,54,20,163,9,0,0.1440071556350626,business,
228735667216_10155244206512217,"b""Xi Jinping is now China's 'most powerful leader since Mao'.""","b""'Xi Jinping thought': China leader's ideology enshrined in communist constitution""",link,http://www.bbc.co.uk/news/world-asia-china-41730948?ocid=socialflow_facebook&ns_mchannel=social&ns_campaign=bbcnews&ns_source=facebook,2017-10-23 23:25:33,2938,201,289,2636,59,148,55,8,32,0,0.12251655629139073,world,asia
228735667216_10155244177947217,"b'""Whang Od went from inking a few people to 200 to 300 in a day.""'","b""Was a 100-year-old tribal master 'exploited' at a tattoo show?""",link,http://www.bbc.co.uk/news/world-asia-41717665?ocid=socialflow_facebook&ns_mchannel=social&ns_campaign=bbcnews&ns_source=facebook,2017-10-23 23:04:24,3105,128,149,2442,31,85,16,295,236,0,-0.3650075414781297,world,asia
228735667216_10155244141342217,b'Some gouda news! \xf0\x9f\xa7\x80',b'China lifts ban on stinky cheese',link,http://www.bbc.co.uk/news/business-41717848?ocid=socialflow_facebook&ns_mchannel=social&ns_campaign=bbcnews&ns_source=facebook,2017-10-23 22:44:23,895,54,46,779,21,6,86,3,0,0,0.4482758620689655,business,
228735667216_10155244042152217,"b'""Thousands are still entering Bangladesh on a daily basis.""'","b""'Untenable': Nearly 1m Rohingya refugees now in Bangladesh""",link,http://www.bbc.co.uk/news/world-asia-41718966?ocid=socialflow_facebook&ns_mchannel=social&ns_campaign=bbcnews&ns_source=facebook,2017-10-23 21:48:11,2437,253,216,1735,31,97,26,517,31,0,-0.34971509971509973,world,asia
228735667216_10155243901197217,"b""Tamer El-Noury - one of the agent's many false identities - talked to the BBC about his covert attempts to gain the trust of Islamic extremist groups.""","b""'My job is to put my arms around a bad guy'""",link,http://www.bbc.co.uk/news/world-us-canada-41718964?ocid=socialflow_facebook&ns_mchannel=social&ns_campaign=bbcnews&ns_source=facebook,2017-10-23 20:44:38,519,22,27,494,15,8,1,1,0,0,0.3,world,us
228735667216_10155243771877217,"b'More than 100 years later, the gender gap still exists.'",b'Reality Check: Do the Olympics have a gender gap?',link,http://www.bbc.co.uk/news/world-41272613?ocid=socialflow_facebook&ns_mchannel=social&ns_campaign=bbcnews&ns_source=facebook,2017-10-23 20:01:40,1032,223,39,889,28,9,89,12,5,0,0.34965034965034963,world,
228735667216_10155243716577217,b'President Trump will soon choose who runs the most powerful central bank - the US Federal Reserve.',"b""You're hired: Who is Trump's Fed pick?""",link,http://www.bbc.co.uk/news/business-41702092?ocid=socialflow_facebook&ns_mchannel=social&ns_campaign=bbcnews&ns_source=facebook,2017-10-23 19:39:02,1331,387,80,1070,31,20,29,83,98,0,-0.23180076628352492,business,
228735667216_10155243626227217,b'A Canadian man has died from a possible fatal allergic reaction to walnut particles that were being used as an abrasive in sandblasting.',b'Sandblaster walnut dust blamed for death',link,http://www.bbc.com/news/world-us-canada-41726498?ocid=socialflow_facebook&ns_mchannel=social&ns_campaign=bbcnews&ns_source=facebook,2017-10-23 19:01:13,1995,122,233,960,35,563,16,404,17,0,-0.178743961352657,world,us
228735667216_10155243453002217,b'The girls were given exercise books for Koranic classes but some used these books to keep secret diaries.',b'Chibok diaries: Chronicling a Boko Haram kidnapping',link,http://www.bbc.co.uk/news/world-africa-41570252?ocid=socialflow_facebook&ns_mchannel=social&ns_campaign=bbcnews&ns_source=facebook,2017-10-23 17:59:04,1499,31,107,1270,37,68,5,115,4,0,-0.16812227074235808,world,africa
228735667216_10155243005927217,"b'Shhhh.... \xf0\x9f\x8e\xb5 ""Everybody dance now!""\xf0\x9f\x8e\xb5'",b'Canadian fined for singing 90s dance hit too loudly',link,http://www.bbc.com/news/world-us-canada-41726495?ocid=socialflow_facebook&ns_mchannel=social&ns_campaign=bbcnews&ns_source=facebook,2017-10-23 15:40:10,2154,390,282,1206,72,119,718,14,25,0,0.39609704641350213,world,us
228735667216_10155242887667217,"b""Unpaid internships \xe2\x80\x94 useful route to work or unfair barrier for those who can't afford to work for free?""","b""UK public 'backs ban on long unpaid internships'""",link,http://www.bbc.co.uk/news/uk-41717401?ocid=socialflow_facebook&ns_mchannel=social&ns_campaign=bbcnews&ns_source=facebook,2017-10-23 15:00:33,3747,200,212,3479,207,36,8,2,15,0,0.3694029850746269,uk,
228735667216_10155242720737217,"b""The civil rights inquiry into Weinstein's company seeks to identify employees who have been subject to harassment.""",b'Weinstein Company faces civil rights probe',link,http://www.bbc.co.uk/news/world-us-canada-41726134?ocid=socialflow_facebook&ns_mchannel=social&ns_campaign=bbcnews&ns_source=facebook,2017-10-23 14:07:15,920,96,42,817,51,15,27,4,6,0,0.3300970873786408,world,us
228735667216_10155242545057217,"b'Without naming names, Senator John McCain has said it was ""wrong"" how wealthy Americans avoided the Vietnam War.'",b'McCain hits Trump on Vietnam draft dodge',link,http://www.bbc.com/news/world-us-canada-41725212?ocid=socialflow_facebook&ns_mchannel=social&ns_campaign=bbcnews&ns_source=facebook,2017-10-23 13:00:36,10380,627,584,9012,741,58,503,14,52,0,0.4305555555555556,world,us
228735667216_10155242463852217,"b'""My job is to put my arms around a bad guy. And of course, all these atrocities that we are planning are sickening to me.""'",b'FBI agent reveals life infiltrating extremist groups in America',link,http://www.bbc.co.uk/news/world-us-canada-41718964?ocid=socialflow_facebook&ns_mchannel=social&ns_campaign=bbcnews&ns_source=facebook,2017-10-23 12:40:03,1636,79,127,1459,48,46,5,62,16,0,-0.07062146892655367,world,us
228735667216_10155242317312217,b'The T-Charge (officially known as the Emissions Surcharge) aims to cut pollution in central London.',b'Your questions answered on the T-Charge in London',link,http://www.bbc.co.uk/news/uk-england-london-41720888?ocid=socialflow_facebook&ns_mchannel=social&ns_campaign=bbcnews&ns_source=facebook,2017-10-23 12:00:57,813,135,47,746,28,10,7,0,22,0,0.09701492537313433,uk,england
228735667216_10155242211462217,"b""The number of baby cod growing to adulthood could fall to a quarter of today's numbers, as carbon dioxide makes the seas more acidic.""","b""CO2 rise 'will affect all sea life' - report""",link,http://www.bbc.co.uk/news/science-environment-41653511?ocid=socialflow_facebook&ns_mchannel=social&ns_campaign=bbcnews&ns_source=facebook,2017-10-23 11:20:07,1953,133,390,1216,16,39,8,536,138,0,-0.44097693351424694,science,environment
228735667216_10155242110032217,"b'Good news for cheese fans... China will allow stinky varieties like Roquefort, Danish Blue and Stilton. \xf0\x9f\xa7\x80\xf0\x9f\xa7\x80\xf0\x9f\xa7\x80'",b'China lifts ban on stinky cheese',link,http://www.bbc.co.uk/news/business-41717848?ocid=socialflow_facebook&ns_mchannel=social&ns_campaign=bbcnews&ns_source=facebook,2017-10-23 10:40:05,2581,262,135,2207,62,23,280,6,3,0,0.4451871657754011,business,
228735667216_10155241902052217,b'This university in Nigeria has decided to bring in snake charmers after a final year student died from a snake bite.',b'Nigerian university hires snake charmers',link,http://www.bbc.co.uk/news/world-africa-41720774?ocid=socialflow_facebook&ns_mchannel=social&ns_campaign=bbcnews&ns_source=facebook,2017-10-23 09:20:03,3318,165,204,2995,28,148,93,49,5,0,0.10371517027863777,world,africa
228735667216_10155241743722217,"b'More patients should be told to ""go home and rest"" rather than be given antibiotics, according to UK health officials.'",b'BBC Lifestyle & Health News',link,http://www.bbc.co.uk/news/uk-41696236,2017-10-23 08:25:31,7778,449,5,7357,283,90,19,14,15,0,0.32422802850356297,uk,
228735667216_10155241650532217,"b""The widow of a fallen US soldier says Donald Trump couldn't remember her husband's name during a phone call. In a tweet, the president denies that.""",b'Widow of fallen soldier hits out at Trump',link,http://www.bbc.co.uk/news/world-us-canada-41724827?ocid=socialflow_facebook&ns_mchannel=social&ns_campaign=bbcnews&ns_source=facebook,2017-10-23 07:49:32,8782,888,430,6176,74,82,70,1650,730,0,-0.42900997697620874,world,us
228735667216_10155241436512217,"b""The widow of a US soldier says a Facebook comment posted in her name - that was being widely shared \xe2\x80\x93 wasn't written by her.""",b'Facebook post defending Donald Trump is fake',link,http://www.bbc.co.uk/news/blogs-trending-41719914?ocid=socialflow_facebook&ns_mchannel=social&ns_campaign=bbcnews&ns_source=facebook,2017-10-23 06:35:47,9999,519,2510,5825,70,1258,182,508,2156,0,-0.2889314805941543,blogs,trending
228735667216_10155241331752217,b'What happens when Spain tries to reassert control over Catalonia?',"b""Catalans 'won't follow Madrid's orders', warns official""",link,http://www.bbc.co.uk/news/world-europe-41719081?ocid=socialflow_facebook&ns_mchannel=social&ns_campaign=bbcnews&ns_source=facebook,2017-10-23 05:50:03,3057,383,263,2620,133,189,55,26,34,0,0.14645308924485126,world,europe
228735667216_10155241249437217,"b""Jamie Harron had been sentenced to three months in jail for touching a man's hip.""",b'Public indecency charges against British man dropped in Dubai',link,http://www.bbc.co.uk/news/uk-scotland-tayside-central-41722204?ocid=socialflow_facebook&ns_mchannel=social&ns_campaign=bbcnews&ns_source=facebook,2017-10-23 05:11:47,4605,532,207,3870,142,172,286,45,90,0,0.19931972789115646,uk,scotland
228735667216_10155241127737217,"b'Bradley Walsh says he\'s ""thrilled"" to be joining Jodie Whittaker\'s ""ground breaking"" Doctor Who.'",b'BBC Entertainment News',link,http://www.bbc.co.uk/news/entertainment-arts-41716877,2017-10-23 04:29:42,2875,313,0,2548,216,51,13,37,10,0,0.2782874617737003,entertainment,arts
228735667216_10155241012007217,b'The cost of driving could double for some drivers in London.',"b""'Toxic' cars hit with new charge""",link,http://www.bbc.co.uk/news/uk-england-london-41695116?ocid=socialflow_facebook&ns_mchannel=social&ns_campaign=bbcnews&ns_source=facebook,2017-10-23 03:49:36,2028,286,157,1848,86,54,10,2,28,0,0.18333333333333332,uk,england
228735667216_10155240888862217,"b'""The only way of dealing with them will be, in almost every case, to kill them.""'","b""British IS fighters 'must be killed', minister says""",link,http://www.bbc.co.uk/news/uk-politics-41717394?ocid=socialflow_facebook&ns_mchannel=social&ns_campaign=bbcnews&ns_source=facebook,2017-10-23 02:48:14,13253,1360,848,12010,754,162,236,57,34,0,0.36162510056315367,uk,politics
228735667216_10155240731012217,"b'""I thought I was going to be eaten in the middle of nowhere.\n\nThe shark was just not leaving me alone.""'",b'Stranded UK diver swims to safety after Australia shark scare',link,http://www.bbc.co.uk/news/world-australia-41717024?ocid=socialflow_facebook&ns_mchannel=social&ns_campaign=bbcnews&ns_source=facebook,2017-10-23 01:18:08,5299,372,325,4426,70,768,20,11,4,0,0.0429553264604811,world,australia
228735667216_10155240495527217,"b'Public nudity is strictly forbidden in Indonesia, and life is tough for a secret community.'",b'Being a secret nudist in Muslim-majority Indonesia',link,http://www.bbc.co.uk/news/world-asia-41396130?ocid=socialflow_facebook&ns_mchannel=social&ns_campaign=bbcnews&ns_source=facebook,2017-10-22 23:12:39,3286,400,119,2779,37,109,340,9,12,0,0.3510848126232742,world,asia
228735667216_10155240382577217,"b'""For that, strong diplomacy is required.""'",b'Japan election: PM Abe promises to tackle North Korea',link,http://www.bbc.co.uk/news/world-asia-41717219?ocid=socialflow_facebook&ns_mchannel=social&ns_campaign=bbcnews&ns_source=facebook,2017-10-22 22:14:44,2616,89,139,2437,107,51,9,2,10,0,0.2905027932960894,world,asia
228735667216_10155240307647217,b'The storm drenched many regions across Japan and led to hundreds of flights being cancelled.',b'Japan hit by deadly Typhoon Lan',link,http://www.bbc.co.uk/news/world-asia-41717210?ocid=socialflow_facebook&ns_mchannel=social&ns_campaign=bbcnews&ns_source=facebook,2017-10-22 21:23:52,2655,107,278,1714,27,272,10,630,2,0,-0.3161530286928799,world,asia
228735667216_10155239780492217,"b""A student who faced torture and imprisonment in Syria's civil war is starting her life again at a university in Canada.""",b'From torture victim to human rights student',link,http://www.bbc.com/news/business-41639458?ocid=socialflow_facebook&ns_mchannel=social&ns_campaign=bbcnews&ns_source=facebook,2017-10-22 17:51:13,5927,178,196,5358,450,74,10,24,11,0,0.37346221441124783,business,
228735667216_10155239049222217,"b""Some of the world's most delicious pinot noir comes from... Canada?  \xf0\x9f\x8d\xb7""",b'Making wine on the edge',link,http://www.bbc.com/news/business-41167977?ocid=socialflow_facebook&ns_mchannel=social&ns_campaign=bbcnews&ns_source=facebook,2017-10-22 15:28:30,1663,152,223,1494,62,98,8,0,1,0,0.20414201183431951,business,
228735667216_10155237975917217,b'There are unconfirmed reports that a man has taken hostages.',b'Police deal with incident at UK leisure complex',link,http://www.bbc.co.uk/news/uk-england-coventry-warwickshire-41714114?ocid=socialflow_facebook&ns_mchannel=social&ns_campaign=bbcnews&ns_source=facebook,2017-10-22 11:21:06,3596,219,612,2567,10,516,4,424,75,0,-0.2356656948493683,uk,england
228735667216_10155237857372217,"b""He says he touched the man's hip as he tried to stop his drink spilling at a bar.""",b'Scot jailed in Dubai for public indecency',link,http://www.bbc.co.uk/news/uk-scotland-tayside-central-41713718?ocid=socialflow_facebook&ns_mchannel=social&ns_campaign=bbcnews&ns_source=facebook,2017-10-22 10:27:19,7279,1358,533,4439,45,731,280,307,1477,0,-0.2568661971830986,uk,scotland
228735667216_10155237594137217,"b""The head of the World Health Organization (WHO) said he'd listened to those who expressed concerns, including several world leaders.""",b'WHO cancels Mugabe ambassador role',link,http://www.bbc.co.uk/news/world-africa-41713919?ocid=socialflow_facebook&ns_mchannel=social&ns_campaign=bbcnews&ns_source=facebook,2017-10-22 08:14:40,8730,1088,1102,7232,407,81,935,18,57,0,0.42289719626168226,world,africa
228735667216_10155237408937217,"b""Bill O'Reilly had just settled a sexual harassment case, but Fox still handed him a new contract.""","b""Fox kept O'Reilly despite harassment suit""",link,http://www.bbc.co.uk/news/world-us-canada-41712527?ocid=socialflow_facebook&ns_mchannel=social&ns_campaign=bbcnews&ns_source=facebook,2017-10-22 06:30:01,2965,424,229,1430,30,174,59,74,1198,0,-0.38534201954397396,world,us
228735667216_10155237289357217,b'The UK government wants ideas on how to lock in sales and avoid dreaded gazumping. \xf0\x9f\x8f\xa1',"b'Home-buying to be ""faster and less stressful""'",link,http://www.bbc.co.uk/news/uk-41708597?ocid=socialflow_facebook&ns_mchannel=social&ns_campaign=bbcnews&ns_source=facebook,2017-10-22 05:10:27,1635,267,80,1547,41,25,15,2,5,0,0.2784090909090909,uk,
228735667216_10155236949202217,"b'One world leader described Mr Mugabe\'s new role as goodwill ambassador as ""a bad April Fool\'s joke"".'","b""WHO 'rethinking' Mugabe's appointment""",link,http://www.bbc.co.uk/news/world-africa-41711571?ocid=socialflow_facebook&ns_mchannel=social&ns_campaign=bbcnews&ns_source=facebook,2017-10-22 02:12:09,5085,935,377,3723,46,75,724,40,477,0,0.09287812041116006,world,africa
228735667216_10155236094812217,"b'The singer has previously said she believes hair is ""incredibly spiritual and energetically, it really encompasses and expresses who we are.""'",b'Magazine apologises to Solange for editing hair',link,http://www.bbc.co.uk/newsbeat/article/41707505/evening-standard-magazine-apologises-to-solange-for-editing-image,2017-10-21 17:48:25,4366,570,115,3586,108,47,600,9,16,0,0.4378205128205128,,
228735667216_10155235819637217,"b'At the last count there were more than 260 spacecraft there, mostly Russian.'",b'The place spacecraft go to die',link,http://www.bbc.co.uk/news/science-environment-41683839?ocid=socialflow_facebook&ns_mchannel=social&ns_campaign=bbcnews&ns_source=facebook,2017-10-21 15:39:58,3060,94,185,2857,39,136,9,10,9,0,0.07142857142857142,science,environment
228735667216_10155235579242217,b'How the UK became embroiled in a Canada-US trade dispute.',b'Bombardier turns to Europe in US trade row',link,http://www.bbc.com/news/world-us-canada-41656158?ocid=socialflow_facebook&ns_mchannel=social&ns_campaign=bbcnews&ns_source=facebook,2017-10-21 13:38:44,2254,85,143,2143,45,40,16,7,3,0,0.22972972972972974,world,us
228735667216_10155235420332217,"b""Donald Trump says he'll allow the last batch of classified files about the assassination of John F Kennedy to be made public.""",b'Trump to allow release of JFK files',link,http://www.bbc.co.uk/news/world-us-canada-41708854?ocid=socialflow_facebook&ns_mchannel=social&ns_campaign=bbcnews&ns_source=facebook,2017-10-21 12:36:44,10010,1157,1271,8668,322,826,121,26,47,0,0.13785394932935915,world,us
228735667216_10155235129512217,"b'""It\'s really good. I had to pose, we had our hair and make-up done and I wore magic shiny shoes."" \xe2\x9d\xa4\xef\xb8\x8f'","b""Modelling debut for boy with Down's syndrome""",link,http://www.bbc.co.uk/news/uk-england-humber-41706532?ocid=socialflow_facebook&ns_mchannel=social&ns_campaign=bbcnews&ns_source=facebook,2017-10-21 10:37:17,14795,295,629,12346,2351,63,21,11,3,0,0.48142098815843204,uk,england
228735667216_10155234886892217,"b""Spain's Prime Minister Mariano Rajoy says Catalonia's leaders will be replaced under his plans to take control of the separatist region.""",b'Spain pushes to remove Catalan leaders',link,http://www.bbc.co.uk/news/world-europe-41704759?ocid=socialflow_facebook&ns_mchannel=social&ns_campaign=bbcnews&ns_source=facebook,2017-10-21 08:44:04,4154,600,418,2841,192,122,51,96,852,0,-0.2684691546077685,world,europe
228735667216_10155234673232217,"b""For five years, Joshua Boyle and his family were held captive by the Taliban. Now that they're back in Canada, what comes next?""","b""The story behind this couple's kidnapping""",link,http://www.bbc.com/news/world-us-canada-41656159?ocid=socialflow_facebook&ns_mchannel=social&ns_campaign=bbcnews&ns_source=facebook,2017-10-21 06:54:09,3057,451,168,2680,42,139,20,139,37,0,-0.15119363395225463,world,us
228735667216_10155234369927217,"b'Tests suggest it could make driving more relaxing, because it would be easier to overtake larger vehicles. \xf0\x9f\x9a\x97\xf0\x9f\x9a\x99\xf0\x9f\x9a\x9a'",b'Roadworks speed limit could rise',link,http://www.bbc.co.uk/news/uk-41704392?ocid=socialflow_facebook&ns_mchannel=social&ns_campaign=bbcnews&ns_source=facebook,2017-10-21 04:05:54,2746,299,140,2615,60,19,36,5,11,0,0.3053435114503817,uk,
228735667216_10155234257982217,"b'Officers seized more than 150,000 files with disturbing images of young children and teenagers.'",b'Brazil arrests 108 in paedophile raid',link,http://www.bbc.co.uk/news/world-latin-america-41704429?ocid=socialflow_facebook&ns_mchannel=social&ns_campaign=bbcnews&ns_source=facebook,2017-10-21 02:50:49,5102,151,323,4239,182,401,10,114,156,0,-0.04519119351100811,world,latin
228735667216_10155234201402217,"b""The head of the World Health Organisation praised Zimbabwe's commitment to public health, but critics say care has deteriorated under Mr Mugabe's rule.""",b'Mugabe named goodwill ambassador by WHO',link,http://www.bbc.co.uk/news/world-africa-41702662?ocid=socialflow_facebook&ns_mchannel=social&ns_campaign=bbcnews&ns_source=facebook,2017-10-21 02:16:25,6730,2183,1218,2448,67,414,1489,140,2172,0,-0.08827650630546474,world,africa
