status_id,status_message,link_name,status_type,status_link,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angries,num_thankfuls,stress_score,topic
5863113009_10155968968663010,"b""It's devastating.""","b""Here's where more than 7,500 buildings were destroyed and damaged in California's wine country fires""",link,http://www.latimes.com/projects/la-me-northern-california-fires-structures/,2017-10-26 15:00:01,145,3,57,36,4,25,0,80,0,0,-0.3486238532110092,projects,la-me-northern-california-fires-structures
5863113009_10155968835543010,b'Marilyn Manson released him from the band.',b'Twiggy Ramirez responds to assault allegations that got him booted from Marilyn Manson',link,http://www.latimes.com/entertainment/la-et-entertainment-news-updates-marilyn-manson-guitarist-twiggy-ramirez-1509033854-htmlstory.html,2017-10-26 14:20:00,56,14,12,50,3,2,0,0,1,0,0.16666666666666666,entertainment,
5863113009_10155968804143010,b'Finally.',b'Severe fire weather loosens grip on Southern California',link,http://www.latimes.com/local/lanow/la-me-ln-weather-20171026-story.html,2017-10-26 13:40:00,119,3,23,102,13,3,1,0,0,0,0.4117647058823529,local,lanow
5863113009_10155968436278010,"b'Government policy needs to be driven by science and data, not faith-based belief.\n\nvia Los Angeles Times Opinion'",b'Why the Department of Health and Human Services should stop saying life begins at conception',link,http://www.latimes.com/opinion/op-ed/la-oe-paulson-when-life-begins-20171026-story.html,2017-10-26 13:00:01,1368,105,225,1190,110,24,5,7,32,0,0.21348314606741572,opinion,op-ed
5863113009_10155968721713010,"b""There's no way the game could top this.""",b'Vin Scully steals the show in pregame ceremony',link,http://www.latimes.com/sports/la-sp-world-series-vin-scully-steals-the-show-in-pregame-1508977089-htmlstory.html,2017-10-26 12:23:00,1446,32,94,1170,269,2,4,1,0,0,0.4927536231884058,sports,
5863113009_10155968659998010,"b""The UC President believes there's been more serious issues around the 1st Amendment since the free speech movement.""","b'UC, roiled by 1st Amendment controversies, to launch national free speech center'",link,http://www.latimes.com/local/lanow/la-me-uc-free-speech-center-20171026-story.html,2017-10-26 11:43:10,62,16,13,51,5,1,4,0,1,0,0.36363636363636365,local,lanow
5863113009_10155968511338010,"b""There's no such thing as a simple World Series bet.""","b""Garcetti's World Series bet rankles L.A.'s craft brewing community""",link,http://www.latimes.com/local/lanow/la-me-ln-beer-garcetti-bet-20171026-story.html,2017-10-26 10:50:20,88,2,14,75,3,3,5,0,2,0,0.23076923076923078,local,lanow
5863113009_10155968389993010,b'No one said this was going to be easy.',"b""Astros get the must-win game they needed and \xe2\x80\x94 BAM \xe2\x80\x94 it's a World Series""",link,http://www.latimes.com/sports/la-sp-dodgers-plaschke-20171025-story.html,2017-10-26 10:09:02,99,11,7,77,6,3,0,11,2,0,-0.1590909090909091,sports,
5863113009_10155967976518010,"b'Trump will not make any additional federal money available to confront a crisis that last year killed more than 64,000 Americans.'",b'Trump to issue limited emergency declaration to combat the opioid epidemic',link,http://www.latimes.com/politics/la-na-pol-trump-opioids-20171026-story.html,2017-10-26 09:26:09,203,135,62,58,3,7,10,19,106,0,-0.38620689655172413,politics,
5863113009_10155966256573010,"b'The ""Tamar & Vince"" stars are splitting.'",b'Tamar Braxton files for divorce from husband-manager-costar Vince Herbert',link,http://www.latimes.com/entertainment/la-et-entertainment-news-updates-tamar-braxton-1508967028-htmlstory.html,2017-10-26 06:30:00,39,34,3,26,0,4,3,6,0,0,-0.11538461538461539,entertainment,
5863113009_10155967063428010,b'From the football field to a book deal.',b'Colin Kaepernick rumored to land a million-dollar book deal',link,http://www.latimes.com/books/jacketcopy/la-et-jc-colin-kaepernick-20171025-story.html,2017-10-26 05:39:01,694,167,29,540,95,5,46,0,8,0,0.4318181818181818,books,jacketcopy
5863113009_10155965879568010,"b""If Mayor Garcetti doesn't have the backbone to improve the safety of L.A.'s streets, will Angelenos find the courage to demand that he grow one?\n\nvia Los Angeles Times Opinion""","b""Angelenos are dying while angry motorists are torching L.A.'s street safety plans. Where is Mayor Garcetti?""",link,http://www.latimes.com/opinion/livable-city/la-ol-macdonald-garcetti-vision-zero-road-diet-20171025-story.html,2017-10-26 04:30:00,204,50,44,152,3,10,4,19,16,0,-0.2692307692307692,opinion,livable-city
5863113009_10155966564718010,b'DNA samples of a woman and man and were collected off her body and clothing.',"b'DNA evidence, new clues revealed in mysterious Sherri Papini abduction case'",link,http://www.latimes.com/local/lanow/la-me-ln-sherri-papini-shasta-20171025-story.html,2017-10-26 03:08:00,99,10,12,72,2,17,1,7,0,0,-0.07407407407407407,local,lanow
5863113009_10155966451868010,"b""Fans of Rome's Lazio soccer team used images of the Holocaust victim to insult rival supporters. The team responded like this:""","b""'The Diary of Anne Frank' rings out at Italian soccer games in response to anti-Semitism""",link,http://www.latimes.com/world/europe/la-fg-italy-anne-frank-20171025-story.html,2017-10-26 01:00:00,395,10,62,294,14,39,5,15,28,0,-0.1188118811881188,world,europe
5863113009_10155966962533010,"b""Nine Dodgers pitchers couldn't stop the Astros.""","b""Dodgers' best relievers finally falter in spectacular fashion""",link,http://www.latimes.com/sports/la-sp-dodgers-hernandez-20171025-story.html,2017-10-26 00:24:01,319,78,27,147,15,24,18,100,15,0,-0.23837209302325582,sports,
5863113009_10155966948298010,b'Darvish has a little bit of history with Texas.',b'It will be Yu Darvish vs. Lance McCullers Jr. in Game 3 of the World Series',link,http://www.latimes.com/sports/dodgers/la-sp-game-3-world-series-20171025-story.html,2017-10-26 00:03:50,369,10,29,342,20,4,0,3,0,0,0.3148148148148148,sports,dodgers
5863113009_10155966328933010,b'The comments sparked a Twitter feud.',"b""Montana company restoring power in Puerto Rico responds testily to San Juan mayor's criticism""",link,http://www.latimes.com/nation/la-na-puerto-rico-power-20171025-story.html,2017-10-25 23:30:00,792,155,114,287,14,121,29,11,330,0,-0.29504950495049503,nation,
